time,temperature_2m_C,relative_humidity_2m_pct,dew_point_2m_C,apparent_temperature_C,precipitation_mm,rain_mm,snowfall_cm,snow_depth_m,soil_temperature_0_to_7cm_C,soil_temperature_7_to_28cm_C,soil_temperature_28_to_100cm_C,soil_temperature_100_to_255cm_C,soil_moisture_0_to_7cm_m3pm3,soil_moisture_7_to_28cm_m3pm3,soil_moisture_28_to_100cm_m3pm3,soil_moisture_100_to_255cm_m3pm3,vapour_pressure_deficit_kPa,et0_fao_evapotranspiration_mm,cloud_cover_high_pct,cloud_cover_mid_pct,cloud_cover_low_pct,cloud_cover_pct,surface_pressure_hPa,pressure_msl_hPa,weather_code_wmo code,wind_speed_10m_kmph,wind_speed_100m_kmph,wind_direction_10m_deg,wind_gusts_10m_kmph,wind_direction_100m_deg,total_column_integrated_water_vapour_kgpm2,wet_bulb_temperature_2m_C,boundary_layer_height_m,is_day_,sunshine_duration_s,shortwave_radiation_Wpm2,diffuse_radiation_Wpm2,global_tilted_irradiance_Wpm2,shortwave_radiation_instant_Wpm2,diffuse_radiation_instant_Wpm2,terrestrial_radiation_instant_Wpm2,direct_normal_irradiance_instant_Wpm2,direct_radiation_instant_Wpm2,terrestrial_radiation_Wpm2,direct_normal_irradiance_Wpm2,direct_radiation_Wpm2
2020-01-24T21:00,2.1,73,-2.3,-1.8,0,0,0,0.02,4.1,3.4,4.1,9,0.354,0.366,0.387,0.396,0.19,0.01,1,8,0,9,1020,1026.5,0,9.8,23.4,73,17.6,92,8.8,-0.2,155,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24T22:00,1.4,73,-2.8,-2.7,0,0,0,0.02,3.2,3.4,4.1,9,0.354,0.366,0.387,0.396,0.18,0.01,27,3,0,29,1019.6,1026.1,1,11,24.6,58,17.6,78,8.8,-0.8,185,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24T23:00,1,71,-3.6,-3.2,0,0,0,0.02,2.5,3.4,4.1,9,0.354,0.366,0.387,0.396,0.19,0.01,25,0,0,25,1019.3,1025.8,1,10.7,25.6,57,18,76,8.9,-1.3,260,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T00:00,0.7,72,-3.7,-3.5,0,0,0,0.02,1.9,3.3,4.1,9,0.354,0.366,0.387,0.396,0.18,0.01,1,0,1,2,1018.9,1025.4,0,11.2,26.3,57,18,77,9.4,-1.5,280,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T01:00,0.7,86,-1.3,-3.4,0,0,0,0.02,1.6,3.2,4.1,9,0.355,0.366,0.387,0.396,0.09,0,78,0,10,80,1018.6,1025.1,3,12.5,28,57,20.5,74,9.7,-0.5,330,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T02:00,1.3,95,0.5,-3.5,0,0,0,0.02,1.5,3.1,4.1,8.9,0.355,0.366,0.387,0.396,0.04,0,94,0,23,96,1017.6,1024.1,3,18.9,34.8,66,29.9,77,10.2,0.7,370,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T03:00,1.6,94,0.8,-3.2,0,0,0,0.02,1.6,3,4.1,8.9,0.355,0.366,0.387,0.396,0.04,0,99,0,2,99,1016.6,1023.1,3,19.5,35.5,67,33.1,77,10.8,1,390,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T04:00,1.6,94,0.8,-3.3,0,0,0,0.02,1.6,3,4.2,8.9,0.355,0.366,0.386,0.396,0.04,0,99,6,4,99,1015.9,1022.4,3,20.3,36.2,63,33.1,73,11.5,1,420,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T05:00,1.8,94,0.9,-2.8,0,0,0,0.02,1.6,2.9,4.2,8.9,0.356,0.366,0.386,0.396,0.04,0,96,2,100,100,1015.3,1021.8,3,18,32.9,61,33.5,72,12.1,1.2,445,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T06:00,2.9,92,1.8,-2.2,0,0,0,0.02,2,2.8,4.2,8.9,0.356,0.366,0.386,0.396,0.06,0,99,31,100,100,1014,1020.4,3,22.9,38,64,37.4,73,13,2.1,410,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T07:00,3.6,92,2.5,-1.2,0,0,0,0.02,2.3,2.8,4.2,8.9,0.357,0.366,0.386,0.396,0.06,0,99,73,100,100,1013.6,1020,3,21.4,36.2,65,38.5,74,13.9,2.8,460,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T08:00,2.1,93,1.1,-3.2,0,0,0,0.02,2.4,2.9,4.2,8.9,0.352,0.363,0.385,0.396,0.05,0,100,34,100,100,1013.2,1019.6,3,23.3,38,55,41.8,62,15.8,1.4,480,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T09:00,2.7,91,1.4,-2.6,0,0,0,0.02,2.5,2.9,4.2,8.9,0.352,0.363,0.385,0.396,0.06,0.02,100,91,100,100,1013.2,1019.6,3,23.1,36.1,59,41,65,19.6,1.8,515,1,0,11,11,11,24.5,24.5,173.6,0,0,77.9,0,0
2020-01-25T10:00,3.5,92,2.2,-2.2,0.3,0.3,0,0.01,2.7,2.9,4.2,8.9,0.355,0.363,0.385,0.396,0.07,0.02,100,84,100,100,1012,1018.4,51,26.9,41.5,62,42.8,68,22.6,2.6,580,1,0,36,36,36,49.2,49.2,388.9,0,0,284.7,0,0
2020-01-25T11:00,4.2,96,3.6,-1.7,0.9,0.9,0,0.01,3,2.9,4.2,8.9,0.366,0.363,0.385,0.396,0.03,0.02,100,100,100,100,1009.9,1016.3,53,30.2,48.4,75,51.1,79,23.2,3.7,645,1,0,34,34,34,39.7,39.7,557.3,0,0,477.6,0,0
2020-01-25T12:00,5.6,96,5,-0.4,2,2,0,0.01,3.6,2.9,4.2,8.9,0.393,0.363,0.385,0.396,0.04,0.02,99,89,100,100,1008,1014.3,61,33,52.6,83,54.4,87,23.1,5.1,690,1,0,30,30,30,32.4,32.4,667.3,0,0,617.6,0,0
2020-01-25T13:00,7,96,6.4,1.1,0.9,0.9,0,0.01,4.4,3,4.2,8.9,0.402,0.364,0.385,0.396,0.04,0.03,100,100,100,100,1006.3,1012.6,53,34.2,54.3,93,57.2,96,22.3,6.5,720,1,0,78,78,78,79.8,79.8,711.5,0,0,695.2,0,0
2020-01-25T14:00,7.7,96,7.1,2.5,3.4,3.4,0,0.01,5,3.2,4.2,8.9,0.429,0.372,0.385,0.396,0.04,0.02,100,100,100,100,1004.7,1010.9,63,30.7,49.7,99,61.2,102,24.8,7.2,820,1,0,35,35,35,34.1,34.1,686.8,0,0,705,0,0
2020-01-25T15:00,8.5,96,7.9,3.2,6,6,0,0.01,5.6,3.4,4.2,8.9,0.43,0.395,0.385,0.396,0.05,0.02,99,100,100,100,1002.9,1009.1,63,32.6,52,103,67,109,26.7,8,820,1,0,27,27,27,24.9,24.9,595,0,0,646.4,0,0
2020-01-25T16:00,9.5,95,8.8,4.6,7,7,0,0.01,6.2,3.6,4.2,8.9,0.43,0.413,0.385,0.396,0.05,0.02,100,100,100,100,1001.1,1007.3,63,31.8,52.2,133,66.6,132,26.3,9,685,1,0,23,23,23,19.4,19.4,442.2,0,0,523.4,0,0
2020-01-25T17:00,9.5,96,9,4.8,4.9,4.9,0,0.01,6.6,3.8,4.2,8.9,0.428,0.423,0.386,0.396,0.04,0.02,99,45,100,100,1000.6,1006.8,63,30.6,50.3,143,57.6,144,22.4,9.1,445,1,0,12,12,12,8.3,8.3,238.9,0,0,344.4,0,0
2020-01-25T18:00,8.6,99,8.5,6.2,0.1,0.1,0,0,6.8,4,4.2,8.9,0.425,0.423,0.386,0.396,0.01,0.01,28,3,97,98,999.9,1006.1,51,13.8,27.2,195,50.4,212,16.3,8.5,100,1,0,7,7,7,0,0,0,0,0,121.5,0,0
2020-01-25T19:00,9,99,8.9,6.4,0,0,0,0,6.9,4.2,4.2,8.9,0.423,0.422,0.387,0.396,0.01,0,0,7,88,88,1000.5,1006.7,3,15.9,29.6,231,25.2,238,13,8.9,135,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T20:00,6.2,100,6.2,3.8,0,0,0,0,6.6,4.5,4.2,8.9,0.422,0.421,0.386,0.396,0,0,0,5,89,77,1001.7,1008,2,9.5,25.1,241,26.6,245,12.7,6.1,245,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T21:00,7.1,98,6.8,4.2,0,0,0,0,6.3,4.6,4.3,8.9,0.42,0.42,0.387,0.396,0.02,0,0,2,100,100,1001.9,1008.1,3,14.5,27.4,264,23.4,268,12.5,6.8,360,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T22:00,6.4,95,5.7,3.1,0,0,0,0,6,4.7,4.3,8.9,0.419,0.419,0.387,0.396,0.05,0,0,0,16,16,1001.8,1008.1,0,15.3,26.2,278,23.4,283,11.2,5.9,400,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25T23:00,5,94,4,1.5,0,0,0,0,5.4,4.8,4.3,8.9,0.418,0.419,0.387,0.396,0.06,0,0,0,1,1,1002.3,1008.6,0,14.3,27.1,280,24.5,287,10.8,4.3,460,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T00:00,3.8,95,3,0.5,0,0,0,0,4.6,4.8,4.3,8.9,0.417,0.418,0.388,0.396,0.04,0,0,0,0,0,1002.5,1008.8,0,11.3,25.7,279,22.7,288,10,3.2,480,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T01:00,3,95,2.3,-0.5,0,0,0,0,4,4.8,4.3,8.9,0.416,0.417,0.388,0.396,0.04,0,0,0,0,0,1002.5,1008.8,0,12.3,27.2,275,20.2,281,9.4,2.5,370,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T02:00,2.5,95,1.8,-1.1,0,0,0,0,3.5,4.7,4.3,8.9,0.415,0.417,0.388,0.396,0.04,0,0,1,0,1,1002.7,1009.1,0,12.6,27.6,270,20.9,277,9.5,2,225,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T03:00,2.2,93,1.2,-1.7,0,0,0,0,3.1,4.6,4.3,8.8,0.414,0.416,0.389,0.396,0.05,0,0,2,0,2,1003,1009.4,0,13.3,28.1,273,23.4,279,9.7,1.5,215,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T04:00,1.7,95,1,-2.1,0,0,0,0,2.7,4.4,4.3,8.8,0.413,0.415,0.389,0.396,0.03,0,0,0,0,0,1003.1,1009.5,0,12.3,27.3,273,21.6,279,9.7,1.1,230,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T05:00,1.3,95,0.6,-2.4,0,0,0,0,2.4,4.3,4.4,8.8,0.412,0.415,0.389,0.396,0.03,0,0,0,0,0,1003.1,1009.5,0,11.2,26.1,268,20.5,276,9.7,0.7,225,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T06:00,1,95,0.2,-2.8,0,0,0,0,2,4.1,4.4,8.8,0.411,0.414,0.389,0.396,0.03,0,0,0,0,0,1003.2,1009.6,0,11.5,26.4,266,18.7,275,9.9,0.4,165,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T07:00,0.6,96,0,-3.1,0,0,0,0,1.8,4,4.4,8.8,0.41,0.413,0.389,0.396,0.03,0,0,0,0,0,1003.3,1009.7,0,10.7,25.2,258,19.1,268,10.1,0.1,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T08:00,0.8,96,0.2,-2.7,0,0,0,0,3.1,3.9,4.4,8.8,0.407,0.41,0.388,0.396,0.03,0,0,0,0,0,1003.6,1010,0,9.9,23.8,260,19.1,269,10.1,0.3,105,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T09:00,1.7,92,0.6,-2.3,0,0,0,0,2.6,3.8,4.4,8.8,0.406,0.41,0.388,0.396,0.05,0.01,0,1,0,1,1003.9,1010.3,0,13.8,25.2,263,21.2,269,10.2,1,140,1,852.91,27,12,27,60,26.7,177.2,191.1,33.3,79.7,151.1,15
2020-01-26T10:00,3.3,88,1.5,-0.7,0,0,0,0,3,3.7,4.4,8.8,0.406,0.409,0.388,0.396,0.09,0.04,0,79,0,79,1004.1,1010.4,2,14.5,23.7,247,25.2,256,9.8,2.1,270,1,3600,160,53,160,217.9,72.2,392.9,713,145.7,288.4,523.5,107
2020-01-26T11:00,4.4,81,1.5,0.2,0,0,0,0,3.7,3.7,4.4,8.8,0.405,0.409,0.388,0.396,0.16,0.08,0,1,0,1,1004,1010.3,0,15.9,21.2,252,28.8,255,9.2,2.7,550,1,3600,253,124,253,294.9,144.6,561.7,440.4,150.4,481.8,377.8,129
2020-01-26T12:00,6.3,64,0,0.9,0,0,0,0,4.9,3.8,4.4,8.8,0.405,0.408,0.388,0.396,0.35,0.15,0,0,78,78,1003.5,1009.8,2,22.7,30.2,270,39.2,271,8.4,3,905,1,3600,432,75,432,466.6,81,672.1,874.5,385.6,622.3,809.6,357
2020-01-26T13:00,7.2,55,-1.4,1.6,0,0,0,0,5.8,3.9,4.4,8.8,0.404,0.408,0.388,0.396,0.46,0.17,0,2,76,76,1002.5,1008.7,2,22.3,29.2,279,41,279,8,3,1220,1,3600,381,145,381,390,148.4,716.6,486.8,241.5,700.2,475.6,236
2020-01-26T14:00,7.7,49,-2.2,2.1,0,0,0,0,6.4,4.1,4.4,8.8,0.403,0.407,0.388,0.396,0.53,0.18,0,0,87,87,1001.6,1007.8,3,21.6,28.5,281,39.6,280,7.9,3.1,1485,1,3600,353,169,353,344,164.7,692.2,356.3,179.3,710.3,365.6,184
2020-01-26T15:00,7.5,48,-2.8,2,0,0,0,0,6.7,4.3,4.4,8.8,0.403,0.407,0.389,0.396,0.54,0.15,0,81,100,100,1001.1,1007.3,3,20.5,27.4,267,38.5,269,8,2.8,1645,1,3600,253,152,253,233.1,140,600.5,201.4,93,651.9,218.6,101
2020-01-26T16:00,7.2,50,-2.4,2.2,0,0,0,0,6.5,4.4,4.4,8.8,0.402,0.406,0.389,0.396,0.51,0.12,0,82,71,84,1001,1007.2,3,17.7,25.6,246,35.6,250,8.1,2.7,1655,1,841.1,148,115,148,125.3,97.3,447.7,74.5,27.9,528.9,88,33
2020-01-26T17:00,6.7,53,-2.2,1.6,0,0,0,0,6.3,4.6,4.4,8.8,0.402,0.406,0.389,0.396,0.46,0.1,3,83,37,84,1001,1007.2,3,18.4,28.4,228,30.2,234,8.3,2.5,1025,1,2313.8,105,71,105,73.3,49.6,244.4,95.8,23.7,349.9,137.1,34
2020-01-26T18:00,5.8,56,-2.2,1.2,0,0,0,0,5.8,4.7,4.5,8.8,0.401,0.405,0.389,0.396,0.41,0.06,0,77,45,78,1001.4,1007.7,2,15.1,27.1,245,29.9,253,8.4,2,700,1,1259.25,36,20,36,1.2,0.7,4.3,3.2,0.5,126.9,129.3,16
2020-01-26T19:00,5.2,56,-2.9,0.3,0,0,0,0,5.2,4.7,4.5,8.8,0.401,0.405,0.389,0.396,0.39,0.05,0,14,78,78,1001.9,1008.2,2,15.9,28.7,275,25.9,278,8.4,1.4,370,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T20:00,3.2,66,-2.6,-1.1,0,0,0,0,5.9,4.5,4.5,8.8,0.401,0.405,0.389,0.396,0.26,0.02,0,17,29,8,1002.8,1009.1,0,12.3,27,265,26.3,267,8.4,0.3,375,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T21:00,3.3,66,-2.5,-1.4,0,0,0,0,5,4.5,4.5,8.8,0.4,0.405,0.389,0.396,0.27,0.03,0,25,34,36,1003,1009.3,1,15.5,29.2,257,24.8,260,8.4,0.4,415,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T22:00,2.8,68,-2.6,-1.9,0,0,0,0,4.3,4.5,4.5,8.8,0.4,0.404,0.389,0.396,0.24,0.03,0,17,10,18,1003.1,1009.4,0,15,29,259,26.3,263,8.5,0.1,460,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26T23:00,2.1,71,-2.6,-2.6,0,0,0,0,3.6,4.5,4.5,8.8,0.4,0.404,0.389,0.396,0.21,0.02,0,8,0,8,1002.7,1009.1,0,14.9,29,250,24.8,256,8.6,-0.3,455,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T00:00,1.6,74,-2.6,-3.2,0,0,0,0,3.1,4.4,4.5,8.8,0.399,0.404,0.39,0.396,0.18,0.02,0,1,0,1,1002.5,1008.9,0,15.6,30,251,25.6,256,8.8,-0.6,455,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T01:00,0.9,77,-2.6,-3.6,0,0,0,0,2.7,4.3,4.5,8.8,0.399,0.403,0.39,0.396,0.15,0.01,0,1,0,1,1002.1,1008.5,0,14.2,28.5,254,25.9,260,8.8,-1,390,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T02:00,0.4,80,-2.7,-4.2,0,0,0,0,2.3,4.2,4.5,8.8,0.399,0.403,0.39,0.396,0.13,0.01,0,1,0,1,1001.8,1008.2,0,14.2,29.2,254,23.4,261,8.9,-1.3,295,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T03:00,0.1,81,-2.8,-4.5,0,0,0,0,2,4,4.5,8.8,0.398,0.403,0.39,0.396,0.12,0.01,0,33,10,34,1001.1,1007.5,1,14.6,29.2,254,24.1,260,9.5,-1.5,295,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T04:00,0.1,82,-2.7,-4.7,0,0,0,0,1.7,3.9,4.5,8.7,0.398,0.402,0.39,0.396,0.11,0.01,0,15,5,16,1001.2,1007.6,0,15.8,30.1,249,25.9,253,10.3,-1.5,340,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T05:00,-0.1,83,-2.6,-5,0,0,0,0,1.6,3.7,4.5,8.7,0.398,0.402,0.39,0.396,0.1,0.01,0,11,2,12,1000.4,1006.8,0,16.3,30.4,242,26.6,248,10.6,-1.6,395,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T06:00,-0.3,84,-2.6,-5.3,0,0,0,0,1.4,3.6,4.5,8.7,0.398,0.402,0.39,0.396,0.09,0.01,0,8,0,8,1000.2,1006.6,0,16.7,30.8,245,27.7,249,10.4,-1.7,370,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T07:00,-0.6,86,-2.6,-5.5,0,0,0,0,1.2,3.4,4.5,8.7,0.397,0.402,0.39,0.396,0.08,0.01,0,32,0,32,1000,1006.4,1,16.4,30.8,244,27.7,249,10.3,-1.8,310,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T08:00,1.3,80,-1.8,-3.5,0,0,0,0,4.2,3.4,4.5,8.7,0.401,0.404,0.391,0.396,0.14,0.01,0,43,0,67,999.9,1006.3,2,16.6,29,246,27.7,250,10.3,-0.4,310,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T09:00,1.6,79,-1.6,-3.3,0,0,0,0,3.5,3.5,4.5,8.7,0.401,0.403,0.391,0.396,0.14,0.03,0,77,0,77,1000,1006.4,2,17.4,28.3,243,28.4,248,10.1,-0.2,340,1,191.29,20,12,20,44.3,26.6,180.9,101.3,17.7,81.6,79.5,8
2020-01-27T10:00,2.8,74,-1.4,-2.2,0,0,0,0,3.6,3.5,4.5,8.7,0.4,0.403,0.391,0.396,0.19,0.06,0,20,0,20,1000.2,1006.5,1,18.2,26.1,236,31.7,240,10.1,0.5,470,1,3600,144,63,144,195.5,85.6,397,530.8,110,292.4,390.9,81
2020-01-27T11:00,4.3,68,-1.1,-0.8,0,0,0,0,4.3,3.6,4.5,8.7,0.399,0.403,0.391,0.396,0.27,0.1,0,10,0,10,1000.1,1006.4,0,19.6,26.1,234,35.3,237,10.1,1.5,765,1,3600,287,79,287,334.3,92,566.3,703,242.3,486.2,603.6,208
2020-01-27T12:00,6.2,56,-2.1,0.5,0,0,0,0,5.2,3.7,4.6,8.7,0.398,0.402,0.391,0.396,0.42,0.16,0,18,100,100,999.9,1006.2,3,22.3,29.2,267,39.6,268,10.3,2.2,1215,1,3600,400,107,400,431.9,115.5,677.1,711.9,316.4,627,659.3,293
2020-01-27T13:00,6.5,52,-2.7,0.9,0,0,0,0,5.5,3.8,4.6,8.7,0.398,0.402,0.391,0.396,0.47,0.13,0,75,100,100,999.3,1005.5,3,21.2,28.4,269,40,271,10.1,2.2,1405,1,1560.67,218,162,218,223.1,165.8,721.9,114.7,57.3,705.3,112,56
2020-01-27T14:00,6.7,50,-2.9,1.4,0,0,0,0,5.7,3.9,4.6,8.7,0.397,0.402,0.391,0.396,0.49,0.12,0,98,99,99,998.5,1004.7,3,19.2,26.3,257,37.1,260,9.7,2.3,1325,1,0,157,145,157,153.1,141.4,697.7,23.1,11.7,715.6,23.7,12
2020-01-27T15:00,6.7,52,-2.5,1.8,0,0,0,0,5.7,4.1,4.6,8.7,0.396,0.401,0.391,0.396,0.48,0.11,0,83,95,95,997.7,1003.9,3,16.9,24.3,236,32.8,245,9.3,2.4,1360,1,0,118,100,118,108.8,92.2,606.1,35.6,16.6,657.4,38.6,18
2020-01-27T16:00,7.1,50,-2.5,1.9,0,0,0,0,5.8,4.2,4.6,8.7,0.396,0.401,0.391,0.396,0.5,0.12,0,67,67,70,997.6,1003.8,2,19,27.8,260,31,266,8.9,2.7,1310,1,1683.79,142,98,142,120.4,83.1,453.3,98.5,37.3,534.5,116.1,44
2020-01-27T17:00,6.4,54,-2.1,1.3,0,0,0,0,5.7,4.3,4.6,8.7,0.395,0.401,0.391,0.396,0.44,0.09,0,69,47,71,998.1,1004.3,2,18.5,28.2,262,32,266,8.6,2.4,1190,1,3082.12,98,57,98,68.9,40.1,249.9,114.4,28.8,355.4,162.7,41
2020-01-27T18:00,5.1,61,-1.9,0.8,0,0,0,0,5.2,4.4,4.6,8.7,0.395,0.4,0.391,0.396,0.34,0.05,0,81,57,83,998.6,1004.9,3,12.6,23.7,272,30.2,279,8.6,1.7,990,1,1715.36,38,19,38,2.8,1.4,9.6,8.2,1.4,132.3,151.1,19
2020-01-27T19:00,4.2,64,-2,0.5,0,0,0,0,4.7,4.5,4.6,8.7,0.395,0.4,0.391,0.396,0.3,0.02,0,88,58,89,999.4,1005.7,3,8.6,20,292,20.2,300,8.3,1.1,350,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T20:00,3.9,56,-4,0.1,0,0,0,0,5.7,4.2,4.6,8.7,0.395,0.399,0.391,0.396,0.35,0.02,0,76,100,92,1000.5,1006.8,3,7.7,18.9,311,13.7,318,8,0.3,235,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T21:00,2.8,65,-3,-0.6,0,0,0,0,4.7,4.3,4.6,8.7,0.395,0.399,0.391,0.396,0.26,0.01,0,88,68,89,1000.8,1007.1,3,6.2,14.8,260,11.9,276,7.9,-0.1,175,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T22:00,2.9,70,-2,-0.6,0,0,0,0,4.1,4.3,4.6,8.7,0.395,0.399,0.391,0.396,0.23,0.01,0,100,100,100,1001.1,1007.4,3,7.8,18.3,283,11.9,290,8,0.4,165,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27T23:00,3.5,67,-2.1,-0.5,0,0,0,0,3.9,4.3,4.6,8.7,0.394,0.399,0.391,0.396,0.26,0.02,0,64,61,67,1001,1007.3,2,10.5,20.4,278,16.2,291,8.1,0.6,145,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T00:00,3,67,-2.6,-1.4,0,0,0,0,3.6,4.3,4.6,8.7,0.394,0.399,0.391,0.396,0.25,0.02,0,96,87,96,1001.2,1007.5,3,12.6,24,301,19.8,306,8.3,0.2,155,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T01:00,3,64,-3.1,-1.8,0,0,0,0,3.4,4.2,4.6,8.7,0.394,0.398,0.391,0.396,0.27,0.03,0,70,83,85,1001.4,1007.7,3,15.4,26.2,303,24.8,307,8.3,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T02:00,2.4,63,-3.9,-2.7,0,0,0,0,3.2,4.2,4.6,8.7,0.394,0.398,0.391,0.396,0.27,0.03,0,6,0,6,1001.5,1007.8,0,16.7,28.3,307,27,310,8.2,-0.6,245,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T03:00,0.8,70,-4.1,-4.2,0,0,0,0,2.7,4.1,4.6,8.7,0.393,0.398,0.391,0.396,0.2,0.02,0,3,2,4,1001.6,1008,0,15.8,29.7,305,27.4,309,8,-1.6,315,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T04:00,0.3,73,-3.9,-5,0,0,0,0,2.3,4,4.6,8.7,0.393,0.398,0.391,0.396,0.17,0.02,0,17,22,24,1001.9,1008.3,1,17.9,32.6,308,29.5,311,7.9,-1.8,410,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T05:00,0.4,75,-3.5,-4.6,0,0,0,0,2,3.9,4.6,8.7,0.393,0.398,0.391,0.396,0.16,0.02,0,6,9,10,1001.9,1008.3,0,16.6,30.6,309,29.9,312,7.8,-1.6,410,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T06:00,-0.3,80,-3.3,-4.7,0,0,0,0,1.6,3.7,4.6,8.7,0.393,0.397,0.391,0.396,0.12,0.01,0,12,11,13,1002.2,1008.6,0,12.4,25.9,300,27.7,305,7.7,-1.9,260,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T07:00,-0.6,82,-3.3,-4.9,0,0,0,0,1.3,3.6,4.7,8.7,0.393,0.397,0.391,0.396,0.11,0.01,0,20,36,39,1002.4,1008.8,1,11.8,25.9,290,20.5,297,7.4,-2.1,250,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T08:00,1.6,69,-3.6,-3,0,0,0,0,4.5,3.7,4.7,8.6,0.38,0.396,0.391,0.396,0.22,0.02,0,96,91,88,1002.7,1009.1,3,13.3,25.6,289,25.2,294,7.4,-1,255,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T09:00,2.3,67,-3.3,-2.5,0,0,0,0,3.9,3.8,4.7,8.6,0.381,0.395,0.391,0.396,0.24,0.04,1,95,88,96,1003.5,1009.9,3,15.3,24.1,285,24.8,292,7.5,-0.4,350,1,0,12,9,12,26.5,19.9,184.7,37.8,6.6,83.6,29.4,3
2020-01-28T10:00,3,66,-2.7,-1.6,0,0,0,0,3.8,3.8,4.7,8.6,0.381,0.395,0.391,0.396,0.26,0.05,0,82,89,91,1003.9,1010.2,3,14.7,23.2,281,25.6,289,7.8,0.2,885,1,0,58,56,58,78.5,75.8,401.3,12.9,2.7,296.4,9.5,2
2020-01-28T11:00,4.4,58,-3.2,-1.4,0,0,0,0,4.3,3.8,4.7,8.6,0.381,0.394,0.391,0.396,0.35,0.1,0,7,99,99,1004.2,1010.5,3,21.9,29.4,319,37.8,319,7.9,0.8,1100,1,2857.31,194,140,194,225.7,162.9,570.9,180.6,62.8,490.6,155.2,54
2020-01-28T12:00,5.3,55,-3,-0.4,0,0,0,0,5.1,3.9,4.7,8.6,0.381,0.394,0.391,0.396,0.4,0.15,0,2,100,100,1004.2,1010.5,3,21.4,28,315,38.5,316,8.1,1.4,1205,1,3600,363,123,363,391.9,132.8,682.1,578.3,259.1,631.9,535.8,240
2020-01-28T13:00,5.3,53,-3.5,-0.5,0,0,0,0,5.5,4,4.7,8.6,0.381,0.393,0.391,0.396,0.42,0.13,0,1,100,100,1003.6,1009.9,3,21.9,28.8,316,38.9,318,8.2,1.3,1270,1,701.55,250,208,250,255.9,212.9,727.2,85.4,43,710.5,83.4,42
