time,temperature_2m_C,relative_humidity_2m_pct,dew_point_2m_C,apparent_temperature_C,precipitation_mm,rain_mm,snowfall_cm,snow_depth_m,soil_temperature_0_to_7cm_C,soil_temperature_7_to_28cm_C,soil_temperature_28_to_100cm_C,soil_temperature_100_to_255cm_C,soil_moisture_0_to_7cm_m3pm3,soil_moisture_7_to_28cm_m3pm3,soil_moisture_28_to_100cm_m3pm3,soil_moisture_100_to_255cm_m3pm3,vapour_pressure_deficit_kPa,et0_fao_evapotranspiration_mm,cloud_cover_high_pct,cloud_cover_mid_pct,cloud_cover_low_pct,cloud_cover_pct,surface_pressure_hPa,pressure_msl_hPa,weather_code_wmo code,wind_speed_10m_kmph,wind_speed_100m_kmph,wind_direction_10m_deg,wind_gusts_10m_kmph,wind_direction_100m_deg,total_column_integrated_water_vapour_kgpm2,wet_bulb_temperature_2m_C,boundary_layer_height_m,is_day_,sunshine_duration_s,shortwave_radiation_Wpm2,diffuse_radiation_Wpm2,global_tilted_irradiance_Wpm2,shortwave_radiation_instant_Wpm2,diffuse_radiation_instant_Wpm2,terrestrial_radiation_instant_Wpm2,direct_normal_irradiance_instant_Wpm2,direct_radiation_instant_Wpm2,terrestrial_radiation_Wpm2,direct_normal_irradiance_Wpm2,direct_radiation_Wpm2
2020-01-28T14:00,5.1,53,-3.7,-0.8,0,0,0,0,5.7,4.1,4.7,8.6,0.381,0.393,0.391,0.396,0.42,0.13,0,19,86,86,1003.2,1009.5,3,22.4,30.1,316,39.6,317,8.2,1.1,1345,1,195.23,230,196,230,224.3,191.1,703.2,64.9,33.2,721.1,66.5,34
2020-01-28T15:00,5.3,51,-4.1,-0.6,0,0,0,0,5.9,4.3,4.7,8.6,0.381,0.393,0.391,0.396,0.44,0.14,0,57,100,100,1003.2,1009.5,3,22.1,29.5,316,40.3,316,8.2,1.1,1410,1,3305.82,282,202,282,260.2,186.4,611.7,157,73.8,663,170.2,80
2020-01-28T16:00,4.8,52,-4.3,-1.2,0,0,0,0,5.8,4.4,4.7,8.6,0.381,0.392,0.391,0.396,0.42,0.11,0,73,95,96,1003.6,1009.9,3,22.4,30.6,315,39.2,316,8,0.8,1420,1,706.61,174,142,174,147.8,120.7,459,71,27.2,540.2,83.6,32
2020-01-28T17:00,4.3,53,-4.4,-1.4,0,0,0,0,5.4,4.5,4.7,8.6,0.381,0.392,0.391,0.396,0.39,0.09,0,59,96,96,1004.2,1010.5,3,20.4,29.3,315,38.5,315,7.7,0.4,1465,1,0,99,85,99,70,60.1,255.4,38.7,9.9,361,54.7,14
2020-01-28T18:00,3.6,55,-4.7,-1.8,0,0,0,0,4.9,4.5,4.7,8.6,0.381,0.392,0.391,0.396,0.36,0.06,0,55,100,100,1005.1,1011.4,3,17.8,28.6,315,34.2,318,7.3,-0.1,1400,1,0,32,28,32,3.5,3,14.9,2.6,0.4,137.7,31.3,4
2020-01-28T19:00,3,56,-5,-2.1,0,0,0,0,4.4,4.5,4.7,8.6,0.381,0.391,0.391,0.396,0.34,0.04,0,49,100,100,1005.8,1012.2,3,16,27,316,29.5,318,7.1,-0.5,1240,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T20:00,3,58,-4.4,-2,0,0,0,0,4.9,4.3,4.7,8.6,0.384,0.393,0.391,0.396,0.32,0.04,0,59,99,28,1006.1,1012.5,1,15.6,27.2,304,26.6,309,6.9,-0.4,1080,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T21:00,3.1,56,-4.8,-2.1,0,0,0,0,4.3,4.3,4.7,8.6,0.384,0.393,0.391,0.396,0.33,0.04,0,50,100,100,1006.6,1013,3,16.8,28,312,28.4,315,6.9,-0.5,825,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T22:00,2.3,59,-4.9,-2.7,0,0,0,0,3.8,4.3,4.7,8.6,0.384,0.392,0.391,0.396,0.3,0.04,0,13,66,66,1007.1,1013.5,2,15.5,27.6,306,27.7,310,6.8,-1,855,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28T23:00,1.7,61,-5.1,-3.5,0,0,0,0,3.2,4.3,4.7,8.6,0.384,0.392,0.391,0.396,0.27,0.04,0,20,57,58,1007.4,1013.8,2,16.5,29.3,302,27,307,6.7,-1.4,910,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T00:00,1.1,60,-5.8,-4.6,0,0,0,0,2.9,4.2,4.7,8.6,0.384,0.392,0.391,0.396,0.26,0.04,0,12,28,29,1007.9,1014.3,1,19,32.3,303,31.3,309,6.6,-2,845,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T01:00,0.4,59,-6.6,-5.3,0,0,0,0,2.5,4.1,4.7,8.6,0.384,0.392,0.391,0.396,0.26,0.04,0,10,62,62,1008.2,1014.6,2,18.8,32.1,306,31.7,311,6.4,-2.7,605,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T02:00,0.3,62,-6.1,-5.2,0,0,0,0,2.2,4,4.7,8.6,0.384,0.392,0.391,0.396,0.24,0.03,0,15,70,70,1008.4,1014.8,2,17.4,30.3,310,31.7,314,6.2,-2.6,450,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T03:00,0.4,65,-5.5,-4.6,0,0,0,0,2,3.9,4.7,8.6,0.384,0.391,0.391,0.396,0.22,0.03,0,6,97,97,1009.1,1015.5,3,14.8,26,313,29.2,318,5.9,-2.4,450,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T04:00,0.7,61,-6,-4.5,0,0,0,0,2,3.7,4.7,8.6,0.384,0.391,0.391,0.396,0.25,0.03,0,3,97,97,1009.4,1015.8,3,15.9,25.5,335,25.6,337,5.7,-2.3,480,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T05:00,0.2,56,-7.5,-5.6,0,0,0,0,1.9,3.6,4.7,8.6,0.384,0.391,0.391,0.396,0.27,0.04,0,2,81,81,1009.4,1015.8,3,18.9,29.3,342,32,341,5.3,-3,680,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T06:00,-0.9,61,-7.5,-5.9,0,0,0,0,1.6,3.5,4.7,8.6,0.384,0.391,0.391,0.396,0.23,0.03,0,0,27,27,1009.6,1016.1,1,13.6,24.5,343,32,343,4.8,-3.7,830,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T07:00,-1.9,66,-7.4,-6.2,0,0,0,0,1.1,3.4,4.7,8.6,0.384,0.391,0.391,0.396,0.18,0.01,0,0,12,12,1010.1,1016.6,0,8.9,20.5,333,23,336,4.6,-4.3,715,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T08:00,-0.7,58,-7.9,-5.5,0,0,0,0,3.4,3.4,4.7,8.6,0.391,0.395,0.392,0.396,0.24,0.03,0,0,37,5,1010.9,1017.4,0,11.8,21.6,320,15.5,323,4.5,-3.7,750,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T09:00,-0.4,59,-7.4,-5.3,0,0,0,0,2.7,3.4,4.7,8.6,0.391,0.395,0.392,0.396,0.24,0.04,0,0,8,8,1011.7,1018.2,0,12.7,20.9,313,20.9,318,4.5,-3.3,960,1,600.87,26,14,26,57.3,30.9,188.7,150,26.5,85.6,116,12
2020-01-29T10:00,0.3,52,-8.5,-5.4,0,0,0,0,2.7,3.3,4.7,8.6,0.391,0.395,0.392,0.396,0.3,0.07,0,0,8,8,1012.3,1018.8,0,17.9,23.8,326,30.6,328,4.6,-3.1,1020,1,3600,160,60,160,215.9,81,405.6,633.2,135,300.6,469.2,100
2020-01-29T11:00,0.8,50,-8.3,-4.7,0,0,0,0,3.2,3.3,4.7,8.6,0.39,0.395,0.392,0.396,0.32,0.11,0,0,0,0,1012.8,1019.3,0,16.7,20.9,335,33.5,336,4.6,-2.8,1045,1,3600,335,67,335,389.4,77.9,575.7,887.2,311.6,495.2,763.2,268
2020-01-29T12:00,1.4,48,-8.3,-4,0,0,0,0,4.1,3.4,4.7,8.6,0.389,0.394,0.392,0.396,0.35,0.15,0,0,0,0,1013.2,1019.6,0,16.1,20.3,331,32,330,4.5,-2.4,1080,1,3600,457,73,457,493.2,78.8,687.2,917.7,414.4,636.8,850.4,384
2020-01-29T13:00,2.2,46,-8.3,-3.3,0,0,0,0,4.9,3.5,4.7,8.5,0.388,0.394,0.392,0.396,0.39,0.17,0,0,0,0,1012.8,1019.2,0,16.5,20.7,328,32.8,329,4.4,-1.9,1095,1,3600,526,76,526,538.4,77.8,732.6,907.5,460.6,715.7,886.6,450
2020-01-29T14:00,3,44,-8.2,-2.5,0,0,0,0,5.6,3.7,4.7,8.5,0.387,0.394,0.392,0.396,0.43,0.18,0,0,0,0,1012.2,1018.6,0,16.9,21.5,336,33.1,337,4.3,-1.3,1115,1,3600,537,75,537,523.8,73.2,708.8,874.7,450.7,726.6,896.7,462
2020-01-29T15:00,3.8,41,-8.4,-1.8,0,0,0,0,6,3.8,4.7,8.5,0.387,0.393,0.392,0.396,0.48,0.18,0,0,0,0,1011.7,1018.1,0,16.5,21.1,344,33.1,343,4.2,-0.8,1105,1,3600,487,73,487,449.7,67.4,617.4,806.2,382.3,668.6,873.1,414
2020-01-29T16:00,4.2,40,-8.2,-1.2,0,0,0,0,6.1,4,4.7,8.5,0.386,0.393,0.392,0.396,0.5,0.16,0,0,0,0,1011.7,1018.1,0,15.8,20.6,348,31.7,348,3.9,-0.5,1090,1,3600,382,66,382,325.2,56.2,464.6,694.8,269,545.9,816.3,316
2020-01-29T17:00,4,42,-7.8,-1.1,0,0,0,0,5.7,4.2,4.8,8.5,0.386,0.393,0.392,0.396,0.47,0.11,0,0,0,0,1011.8,1018.2,0,14.1,19.6,354,29.5,354,3.6,-0.6,1025,1,3600,235,53,235,167.3,37.7,261,498.2,129.5,366.6,700,182
2020-01-29T18:00,0.8,61,-5.9,-3.4,0,0,0,0,4.7,4.3,4.8,8.5,0.385,0.393,0.392,0.396,0.26,0.03,0,0,0,0,1012.2,1018.7,0,9,15.5,5,24.1,4,3.2,-2.2,200,1,2418.18,74,26,74,10.5,3.7,20.2,40.9,6.8,143.1,369.8,48
2020-01-29T19:00,-1,72,-5.5,-5.3,0,0,0,0,3.2,4.2,4.8,8.5,0.386,0.392,0.392,0.396,0.16,0.03,0,0,0,0,1012.6,1019.1,0,10.1,15,17,13.3,24,3,-3.2,95,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T20:00,-1.3,76,-4.9,-5.3,0,0,0,0,4.1,3.9,4.7,8.5,0.378,0.386,0.391,0.396,0.13,0,0,0,0,0,1013.7,1020.2,0,8.4,11.9,340,13.3,357,2.9,-3.2,105,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T21:00,-1.8,78,-5.1,-5.5,0,0,0,0,2.7,3.9,4.8,8.5,0.378,0.386,0.391,0.396,0.12,0,0,0,0,0,1014.8,1021.3,0,6.6,16.6,347,12.2,2,2.9,-3.5,140,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T22:00,-2,78,-5.3,-6.1,0,0,0,0,1.7,3.8,4.8,8.5,0.378,0.386,0.391,0.396,0.12,0,0,0,0,0,1015.5,1022,0,8.6,20.9,358,14.4,11,2.9,-3.7,220,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29T23:00,-2.5,75,-6.4,-6.8,0,0,0,0,1,3.6,4.8,8.5,0.378,0.385,0.391,0.396,0.13,0.01,0,0,0,0,1015.9,1022.5,0,9.4,22,356,15.8,5,2.7,-4.4,330,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T00:00,-3.1,74,-7,-7.5,0,0,0,0,0.6,3.4,4.8,8.5,0.378,0.385,0.391,0.396,0.12,0.01,0,0,0,0,1016.4,1023,0,9.8,23.1,354,16.9,3,2.6,-5,385,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T01:00,-3.3,72,-7.6,-8,0,0,0,0,0.4,3.3,4.8,8.5,0.378,0.385,0.391,0.396,0.13,0.01,0,0,0,0,1016.7,1023.3,0,11.5,25.3,356,19.4,4,2.6,-5.3,410,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T02:00,-3.4,67,-8.6,-8.7,0,0,0,0,0.3,3.1,4.8,8.5,0.378,0.385,0.391,0.396,0.16,0.02,0,0,0,0,1017,1023.6,0,14.8,28.2,1,24.8,4,2.5,-5.6,410,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T03:00,-3.9,68,-8.9,-9.4,0,0,0,0,0.3,2.9,4.8,8.5,0.378,0.385,0.391,0.396,0.15,0.02,0,0,0,0,1017.3,1023.9,0,16.3,29,5,28.1,6,2.5,-6.1,405,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T04:00,-4.4,71,-8.8,-9.7,0,0,0,0,0.2,2.8,4.7,8.5,0.378,0.385,0.391,0.396,0.13,0.01,0,0,0,0,1017.7,1024.3,0,14.5,26.2,6,27.7,9,2.5,-6.4,415,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T05:00,-4.9,73,-9,-10.3,0,0,0,0,0.1,2.6,4.7,8.5,0.378,0.385,0.391,0.396,0.11,0.01,0,0,0,0,1017.8,1024.4,0,14.9,26.3,7,25.2,10,2.5,-6.8,425,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T06:00,-5.3,71,-9.7,-10.8,0,0,0,0,0,2.5,4.7,8.5,0.378,0.385,0.391,0.396,0.12,0.02,0,0,0,0,1018,1024.6,0,16,27.3,9,27.7,12,2.6,-7.2,410,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T07:00,-5.7,69,-10.5,-11.3,0,0,0,0,-0.1,2.3,4.7,8.5,0.378,0.384,0.391,0.396,0.12,0.02,0,0,0,0,1018,1024.6,0,16.1,27.2,16,27.7,18,2.7,-7.7,435,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T08:00,-5.3,69,-10.2,-10.8,0,0,0,0,0.8,2.3,4.7,8.5,0.379,0.385,0.391,0.396,0.13,0.02,1,0,0,10,1019.1,1025.7,0,14.9,22.5,15,28.1,20,2.8,-7.4,440,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T09:00,-5.1,66,-10.4,-10.4,0,0,0,0,0.4,2.2,4.7,8.5,0.379,0.385,0.391,0.396,0.14,0.02,2,0,0,2,1019.8,1026.4,0,13.4,18.6,14,25.2,18,2.9,-7.3,460,1,1345.19,37,14,37,81.3,30.8,192.7,285.6,50.6,87.7,219.2,23
2020-01-30T10:00,-3.7,59,-10.5,-8.8,0,0,0,0,0.4,2.1,4.7,8.5,0.379,0.385,0.391,0.396,0.19,0.05,9,0,0,9,1020.4,1027,0,12.3,15.8,21,24.5,24,3,-6.3,520,1,3600,190,47,190,255.6,63.2,410.1,889.7,192.4,304.9,661.3,143
2020-01-30T11:00,-2.2,53,-10.5,-7,0,0,0,0,0.7,2.1,4.7,8.5,0.378,0.385,0.391,0.396,0.24,0.1,46,0,0,46,1020.7,1027.3,1,10.1,12.4,35,24.8,36,3.2,-5.3,615,1,3600,350,62,350,406.5,72,580.5,943.3,334.5,499.9,812.3,288
2020-01-30T12:00,-1,52,-9.7,-5,0,0,0,0,1.9,2.1,4.7,8.5,0.378,0.384,0.391,0.396,0.27,0.14,78,0,0,78,1021.6,1028.2,2,5.4,6.7,53,23,54,3.5,-4.3,735,1,3600,465,82,465,501.6,88.5,692.4,907.6,413.2,641.8,841.3,383
2020-01-30T13:00,-0.1,51,-9,-3.8,0,0,0,0,3.4,2.2,4.7,8.5,0.377,0.384,0.391,0.396,0.3,0.16,92,0,0,92,1021,1027.5,3,3.7,4.4,79,18,81,3.7,-3.6,800,1,3600,507,122,507,519,124.9,738,770.5,394.1,721,752.8,385
2020-01-30T14:00,0.5,51,-8.5,-3.1,0,0,0,0,4.3,2.3,4.7,8.5,0.377,0.384,0.391,0.396,0.31,0.15,92,0,0,92,1020.5,1027,3,2.9,3.5,120,15.8,114,3.8,-3,810,1,3600,456,192,456,445,187.4,714.4,496.1,257.6,732.1,508.4,264
2020-01-30T15:00,1,52,-7.8,-2.7,0,0,0,0,4.8,2.6,4.7,8.5,0.376,0.384,0.391,0.396,0.32,0.14,96,0,0,96,1019.8,1026.3,3,4.3,5.4,114,15.5,110,3.9,-2.5,820,1,3600,414,171,414,382.6,158,623.1,469.4,224.5,674.3,508,243
2020-01-30T16:00,1.1,55,-7,-2.9,0,0,0,0,4.8,2.8,4.7,8.5,0.376,0.383,0.391,0.396,0.3,0.1,95,0,0,95,1019.9,1026.4,3,6.7,7.8,164,16.2,158,4.1,-2.3,840,1,3600,281,169,281,239.6,144.1,470.3,244.1,95.5,551.6,286.3,112
2020-01-30T17:00,0.7,61,-5.9,-3.7,0,0,0,0,4.2,2.9,4.7,8.5,0.376,0.383,0.391,0.396,0.25,0.07,98,0,1,98,1020.4,1026.9,3,10.5,12.6,184,19.8,182,4.2,-2.3,655,1,3600,192,106,192,137.5,75.9,266.5,233.2,61.6,372.3,325.7,86
2020-01-30T18:00,-0.4,72,-4.8,-4.2,0,0,0,0,3.3,3,4.7,8.4,0.376,0.383,0.391,0.396,0.17,0.02,96,0,10,96,1020.6,1027.1,3,6.8,13.3,180,19.8,178,4.3,-2.6,90,1,961.25,58,44,58,10,7.6,25.6,14.6,2.4,148.6,106.2,14
2020-01-30T19:00,-1.2,84,-3.6,-4.8,0,0,0,0,2.3,3,4.7,8.4,0.376,0.383,0.391,0.396,0.09,0.01,98,0,57,99,1020.6,1027.2,3,6.3,9,156,11.9,157,4.5,-2.6,75,0,0,0,0,0,0,0,0,0,0,2.7,0,0
2020-01-30T20:00,0.8,77,-2.7,-2.3,0,0,0,0,1.8,2.4,4.6,8.4,0.377,0.384,0.391,0.396,0.15,0,98,18,47,99,1020.8,1027.3,3,4,6.7,180,8.3,164,4.6,-1.1,80,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T21:00,0.3,81,-2.5,-2.7,0,0,0,0,1.3,2.4,4.6,8.4,0.377,0.384,0.391,0.396,0.12,0,98,45,74,100,1021.2,1027.7,3,3.8,5.5,49,5,113,4.9,-1.3,65,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T22:00,-1.1,90,-2.6,-4.3,0,0,0,0,0.9,2.4,4.6,8.4,0.377,0.384,0.391,0.396,0.06,0,93,65,89,99,1021.4,1028,3,5.1,8,39,7.9,82,5.2,-2,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30T23:00,-0.4,81,-3.2,-3.8,0,0,0,0,0.8,2.3,4.6,8.4,0.377,0.383,0.391,0.396,0.11,0,87,32,77,97,1021.5,1028,3,5.2,11.7,56,9.4,81,5.5,-2,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T00:00,-0.4,78,-3.7,-3.6,0,0,0,0,0.7,2.2,4.6,8.4,0.377,0.383,0.391,0.396,0.13,0,84,8,68,87,1021.3,1027.8,3,3.6,9.4,37,9.4,83,5.8,-2.2,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T01:00,-0.3,78,-3.6,-3.5,0,0,0,0,0.7,2.2,4.6,8.4,0.377,0.383,0.391,0.396,0.13,0,60,4,77,88,1021.1,1027.6,3,4.1,8,15,7.6,63,6.4,-2.1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T02:00,-0.4,81,-3.3,-4,0,0,0,0,0.7,2.1,4.6,8.4,0.377,0.383,0.391,0.396,0.11,0,4,0,82,82,1021.2,1027.7,3,7.1,11.5,24,12.2,51,7,-2,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T03:00,-0.9,84,-3.2,-4.3,0,0,0,0,0.6,2.1,4.6,8.4,0.377,0.383,0.391,0.396,0.09,0,0,0,59,59,1020.9,1027.5,2,6,12.6,33,12.6,59,7.6,-2.2,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T04:00,-1.3,89,-3,-4.6,0,0,0,0,0.5,2,4.6,8.4,0.377,0.383,0.391,0.396,0.06,0,4,0,38,41,1020.9,1027.5,1,5,11.1,21,10.1,61,7.9,-2.3,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T05:00,-1.9,91,-3.2,-5.3,0,0,0,0,0.4,2,4.6,8.4,0.377,0.383,0.391,0.396,0.05,0,50,0,23,61,1020.7,1027.3,2,5.2,9.3,16,9,62,8.4,-2.8,60,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T06:00,-2.2,91,-3.4,-5.6,0,0,0,0,0.3,1.9,4.6,8.4,0.377,0.383,0.391,0.396,0.04,0,0,3,12,13,1020.3,1026.9,0,5.8,10,22,9.4,64,9.8,-3,65,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T07:00,-2.9,92,-3.9,-6.5,0,0,0,0,0.2,1.9,4.5,8.4,0.377,0.383,0.391,0.396,0.04,0,0,46,6,48,1020.5,1027.1,1,6.9,7.6,6,10.4,65,10.3,-3.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T08:00,-0.2,87,-2.2,-3.3,0,0,0,0,0.6,1.8,4.5,8.4,0.377,0.383,0.391,0.396,0.08,0,0,89,20,71,1021,1027.5,2,4.2,6.5,20,9.7,87,10.5,-1.4,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T09:00,0.1,86,-2,-3.3,0,0,0,0,0.7,1.8,4.5,8.4,0.377,0.382,0.391,0.396,0.09,0.01,0,97,48,97,1021.3,1027.8,3,6.8,8.3,18,12.2,72,10.9,-1.1,40,1,0,17,14,17,37.3,30.7,196.9,37,6.6,89.8,28.2,3
2020-01-31T10:00,1.5,80,-1.6,-1.9,0,0,0,0,1.2,1.8,4.5,8.4,0.377,0.382,0.391,0.396,0.14,0.04,100,78,63,100,1021.2,1027.7,3,7,9.2,35,14.8,69,11.1,-0.2,115,1,1618.4,99,74,99,132.8,99.2,414.7,152.8,33.5,309.2,113.9,25
2020-01-31T11:00,3.2,75,-0.7,0.2,0,0,0,0,2.2,1.8,4.5,8.4,0.376,0.382,0.391,0.396,0.19,0.07,100,36,40,100,1021.1,1027.6,3,5.5,7,58,15.5,69,11.1,1.1,240,1,2305.72,195,146,195,226.2,169.4,585.5,158.8,56.8,504.6,136.9,49
2020-01-31T12:00,5,72,0.3,2.4,0,0,0,0,3.7,2,4.5,8.4,0.376,0.382,0.391,0.396,0.25,0.13,95,24,14,96,1021,1027.4,3,3.6,4.9,143,15.1,144,11.4,2.4,525,1,3600,333,188,333,359.1,202.7,697.6,340.7,156.4,646.9,315.9,145
2020-01-31T13:00,5.9,67,0.1,2.9,0,0,0,0,4.9,2.2,4.5,8.4,0.376,0.382,0.391,0.396,0.31,0.14,97,16,31,98,1020,1026.4,3,5.8,7.2,180,16.2,180,11.4,2.8,745,1,3600,342,179,342,350.1,183.2,743.5,323.7,166.8,726.4,316.3,163
2020-01-31T14:00,6.2,65,0.2,2.6,0,0,0,0,5.5,2.5,4.5,8.4,0.375,0.382,0.39,0.396,0.33,0.12,93,17,93,99,1019.3,1025.7,3,10.5,13,188,21.6,186,11.7,3,790,1,3014.57,277,193,277,270.4,188.4,720.1,156.6,82,737.7,160.5,84
2020-01-31T15:00,6,69,0.7,2.2,0,0,0,0,5.7,2.7,4.5,8.4,0.375,0.381,0.39,0.396,0.29,0.11,99,98,100,100,1019,1025.4,3,11.9,14.4,178,23.8,179,11.8,3.1,725,1,935.84,231,187,231,213.6,172.9,628.8,84.3,40.7,680,91.2,44
2020-01-31T16:00,5.3,74,1.1,1.7,0,0,0,0,5.3,3,4.5,8.4,0.375,0.381,0.39,0.396,0.23,0.06,100,96,94,100,1017.9,1024.3,3,11.3,15.1,149,23,147,11.8,2.9,570,1,0,75,74,75,64.1,63.2,476,2.2,0.9,557.3,2.5,1
2020-01-31T17:00,5.1,76,1.2,1.9,0,0,0,0,5.1,3.1,4.5,8.4,0.375,0.381,0.39,0.396,0.21,0.05,100,96,96,100,1017.6,1024,3,9.2,12.3,135,20.2,130,12,2.9,260,1,0,69,68,69,49.7,49,272.1,2.7,0.7,377.9,3.7,1
2020-01-31T18:00,4.5,80,1.4,1.5,0,0,0,0,4.7,3.3,4.5,8.4,0.375,0.381,0.39,0.396,0.17,0.03,100,96,91,100,1017.4,1023.8,3,7.4,13.4,129,15.5,126,12.7,2.7,75,1,0,21,21,21,4.2,4.2,30.9,0,0,154.1,0,0
2020-01-31T19:00,3.7,86,1.5,0.7,0,0,0,0,4.2,3.4,4.5,8.4,0.375,0.381,0.39,0.396,0.12,0.02,100,95,39,100,1017.2,1023.6,3,7.6,15.8,121,11.9,125,13.1,2.3,75,0,0,0,0,0,0,0,0,0,0,5.4,0,0
2020-01-31T20:00,2.9,91,1.5,0,0,0,0,0,5,3.2,4.5,8.4,0.369,0.378,0.389,0.396,0.07,0,100,100,20,100,1017.4,1023.8,3,7.1,10,114,11.9,111,14.3,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T21:00,3.1,89,1.5,0.6,0.1,0.1,0,0,4.3,3.3,4.5,8.4,0.37,0.378,0.389,0.396,0.08,0,100,100,29,100,1017.5,1023.9,51,4,10.1,80,7.9,96,15.2,2.1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T22:00,2.7,92,1.5,0.2,0.4,0.4,0,0,3.7,3.4,4.5,8.4,0.374,0.378,0.389,0.396,0.06,0,98,99,25,99,1017,1023.4,51,4.3,8.7,42,6.5,73,15.4,1.9,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31T23:00,2.5,96,1.9,-0.1,0.5,0.5,0,0,3.2,3.4,4.5,8.3,0.38,0.378,0.389,0.396,0.03,0,99,97,15,100,1016.4,1022.8,53,5.4,10.4,48,9.7,76,15.1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0
